,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,slopes10,vol_gt2,macd_vol_gt1,macd_above_up,macd_above_dn,macd_below_up,macd_below_dn,date,uptrend,dates1,min_Close,max_Close,Buy_n,Buy_loss_limit,Sell_n,Sell_loss_limit,Sell_n_f,Buy_n_f,BS_list,a,as1,chk_repeat,Buy,Sell,Buy_zero,Buy_count_tmp,Buy_count,Sell_zero,Sell_count_tmp,Sell_count
90,2022-11-05 01:30:00,10718.75,10725.0,10713.0,10713.0,665019.1714285715,-0.18519011932221474,1.2338219593197417,-1.4190120786419564,48.48480036647083,0,0,-47.13037055966125,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
91,2022-11-05 01:31:00,10711.75,10717.75,10706.75,10706.75,665878.2,-0.9122528863317712,0.4054073538481482,-1.3176602401799193,45.961526361238576,0,0,-58.89781098142553,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
92,2022-11-05 01:32:00,10705.5,10719.75,10705.5,10718.25,666886.5588235294,-0.5541139956840198,0.6108369955967197,-1.1649509912807394,51.01325370884309,0,0,-53.0675068442675,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
93,2022-11-05 01:33:00,10720.75,10722.5,10714.0,10716.75,667851.7941176471,-0.3868642779889342,0.6224693706334441,-1.0093336486223783,50.35205479802751,0,0,-54.69560992338243,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
94,2022-11-05 01:34:00,10717.25,10725.25,10714.25,10719.5,668495.4857142858,-0.03204624528734712,0.781829922668025,-0.8138761679553721,51.590858804613624,0,0,-35.97055285066167,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
95,2022-11-05 01:35:00,10719.5,10720.75,10712.0,10718.5,669297.6666666666,0.166538210478393,0.7843315027470121,-0.6177932922686191,51.09162608968389,0,0,10.388857815469613,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
96,2022-11-05 01:36:00,10719.0,10722.75,10711.75,10713.75,670276.2285714286,-0.058690927717179875,0.4472818916411514,-0.5059728193583313,48.68185552137675,0,0,6.054191894114834,n,n,y,n,y,n,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
97,2022-11-05 01:37:00,10712.75,10713.0,10701.75,10704.0,671139.0285714286,-1.0122614385218185,-0.40503089533078973,-0.6072305431910288,44.08546341200517,0,0,-32.223355230747885,n,y,n,y,n,y,2022-11-05 01:37:00,False,2022-11-05T01:25:00,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
98,2022-11-05 01:38:00,10702.5,10706.75,10694.75,10704.75,672326.6764705882,-1.6879960388559994,-0.8646123965319765,-0.8233836423240228,44.51940610488878,0,0,-41.9392140321241,n,y,n,y,n,y,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
99,2022-11-05 01:39:00,10706.0,10708.5,10697.25,10700.25,673330.75,-2.55715567115476,-1.3870176230645899,-1.1701380480901702,42.39350569684929,0,0,-51.84277341263095,y,y,n,y,n,y,,False,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
100,2022-11-05 01:40:00,10699.75,10701.25,10687.25,10689.5,674350.7837837838,-4.0665296774132,-2.317113303458424,-1.7494163739547761,37.75527995483346,0,0,-67.19898368782772,y,y,n,y,n,y,2022-11-05 01:40:00,False,2022-11-05T01:37:00,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
101,2022-11-05 01:41:00,10689.5,10712.25,10688.25,10712.25,675640.2222222222,-3.387930626164234,-1.3108114017675665,-2.0771192243966676,50.178334954077265,0,0,-67.1728804684402,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
102,2022-11-05 01:42:00,10708.75,10708.75,10693.0,10693.0,676624.0,-4.353268342409137,-1.820919294409976,-2.5323490479991615,42.45674701067213,0,0,-69.83278663975084,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
103,2022-11-05 01:43:00,10694.0,10699.5,10694.0,10695.0,677192.2647058824,-4.900433010778215,-1.8944671702232432,-3.005965840554972,43.43073776844178,0,0,-70.04726494597526,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
104,2022-11-05 01:44:00,10692.5,10697.0,10688.75,10690.0,678051.4166666666,-5.672138286443442,-2.1329379567107756,-3.539200329732666,41.53783221151472,0,0,-69.05162359388598,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
105,2022-11-05 01:45:00,10689.0,10693.75,10684.5,10687.75,678878.4848484849,-6.391598108843027,-2.2819182232882884,-4.109679885554739,40.67863025517555,0,0,-66.51522823752411,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
106,2022-11-05 01:46:00,10695.25,10697.75,10689.5,10697.75,679857.2972972973,-6.084717934269065,-1.5800304389714608,-4.504687495297604,46.02261752886807,0,0,-54.25598990900739,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
107,2022-11-05 01:47:00,10698.75,10704.0,10696.25,10704.0,680812.6944444445,-5.276367735565145,-0.6173441922140324,-4.659023543351113,49.10839827733662,0,0,-30.643528592638113,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
108,2022-11-05 01:48:00,10704.0,10712.75,10702.75,10709.0,681774.2352941176,-4.184054984609247,0.37997484699349293,-4.56402983160274,51.49727665379464,0,0,27.801458779934137,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
109,2022-11-05 01:49:00,10709.0,10711.0,10696.5,10698.5,682735.9411764706,-4.118179695573417,0.3566801088234586,-4.474859804396876,46.555090774707,0,0,35.856665988096104,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
110,2022-11-05 01:50:00,10698.5,10703.5,10690.75,10690.75,683714.0571428571,-4.6378707973781275,-0.13040879438500141,-4.507462002993126,43.25540713354521,0,0,-11.309932474020215,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
111,2022-11-05 01:51:00,10690.0,10692.75,10685.25,10688.75,684614.8571428572,-5.151727121612566,-0.5154120948955523,-4.636315026717014,42.41982909509191,0,0,15.093391245835846,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
112,2022-11-05 01:52:00,10689.75,10697.0,10687.5,10689.25,685353.6756756756,-5.455725926964078,-0.6555287201976512,-4.800197206766427,42.71774344508106,0,0,-13.051665342111281,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
113,2022-11-05 01:53:00,10686.75,10689.5,10685.0,10687.75,685941.1388888889,-5.751386233983794,-0.7609512217738938,-4.9904350122099,42.01542643494847,0,0,-32.47119229084849,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
114,2022-11-05 01:54:00,10687.75,10689.75,10685.0,10689.5,686327.8285714285,-5.777884922001249,-0.6299599278330792,-5.14792499416817,43.188943006127,0,0,-49.979999596310996,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
115,2022-11-05 01:55:00,10688.5,10688.5,10681.0,10685.5,687283.5,-6.051889479029342,-0.7231715878889373,-5.328717891140404,41.13947056236619,0,0,-64.61665234434687,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
116,2022-11-05 01:56:00,10685.5,10693.0,10679.25,10692.5,688224.4571428571,-5.639193454147971,-0.24838045040605383,-5.3908130037419175,45.97135272314713,0,0,-62.83223080099836,y,y,n,y,n,y,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
117,2022-11-05 01:57:00,10692.0,10695.0,10684.75,10692.25,689450.8333333334,-5.271534819790759,0.09542254716092735,-5.366957366951686,45.82666320908367,0,0,-52.91021831489696,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
118,2022-11-05 01:58:00,10691.75,10698.25,10689.25,10697.75,690129.4571428571,-4.484662273560389,0.7058360747130381,-5.190498348273427,49.585976326128986,0,0,4.504906863607023,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
119,2022-11-05 01:59:00,10697.75,10705.5,10697.5,10703.75,690956.5428571429,-3.33842694789746,1.4816571203007731,-4.820084068198233,53.38621219287536,0,0,51.204279106512736,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
120,2022-11-05 02:00:00,10703.75,10704.5,10693.0,10693.0,691641.8157894737,-3.259884434082778,1.2481597072923645,-4.508044141375143,46.60736779606825,0,0,51.170175095029606,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
121,2022-11-05 02:01:00,10693.0,10694.75,10688.5,10693.75,692464.8888888889,-3.1013695365454623,1.1253396838637446,-4.226709220409207,47.11193810562689,0,0,48.270487923183566,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
122,2022-11-05 02:02:00,10693.75,10698.25,10693.5,10698.25,692964.5555555555,-2.5828593514506792,1.3150798951668223,-3.8979392466175016,50.15557529266359,0,0,50.617580590126835,y,y,y,n,y,n,,,,,,,,,,,,0,0,-1,5,NaN,NaN,0,0,2,0,0,3
